kabupaten_kota,kecamatan,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long,jumlah_penduduk
bogor,gunungsindur,68.833,110.446,28.16,72.997,Tree cover,0.463,0.372,42.139,2020,2,0,-6.3871,106.6872,121333.0
bogor,jasinga,64.952,104.866,27.76,163.412,Tree cover,0.489,1.993,39.274,2020,2,0,-6.4806,106.4559,112356.0
bogor,jonggol,74.512,125.939,30.44,186.743,Tree cover,0.484,2.153,39.286,2020,2,0,-6.4961,107.0456,147880.0
bogor,klapanunggal,73.268,121.034,29.39,203.856,Tree cover,0.461,3.061,40.978,2020,2,0,-6.483,106.9553,129835.0
bogor,kemang,80.449,126.743,32.94,143.048,Tree cover,0.498,0.625,40.855,2020,2,1,-6.5025,106.7345,110256.0
bogor,leuwiliang,72.116,119.59,26.28,556.464,Tree cover,0.444,3.837,39.329,2020,2,0,-6.6402,106.6099,133441.0
bogor,leuwisadeng,75.559,123.166,27.74,306.672,Tree cover,0.445,4.096,39.329,2020,2,0,-6.5736,106.5877,82804.0
bogor,megamendung,86.192,134.997,29.11,877.32,Tree cover,0.393,5.463,39.357,2020,2,0,-6.6635,106.9177,113756.0
bogor,nanggung,68.621,113.37,26.83,848.241,Tree cover,0.439,5.957,39.315,2020,2,0,-6.6725,106.5377,100914.0
bogor,pamijahan,74.473,120.015,27.57,827.34,Tree cover,0.389,5.169,39.326,2020,2,0,-6.6933,106.6596,166309.0
bogor,parung,72.611,116.645,28.44,104.116,Tree cover,0.415,0.338,42.139,2020,2,0,-6.4349,106.7128,128905.0
bogor,parungpanjang,66.632,106.435,27.39,65.388,Tree cover,0.421,0.569,42.139,2020,2,0,-6.3768,106.5551,125437.0
bogor,rancabungur,83.681,133.809,31.82,144.929,Tree cover,0.583,0.575,39.603,2020,2,0,-6.5217,106.7137,63856.0
bogor,rumpin,71.635,113.284,28.8,152.23,Tree cover,0.5,1.981,41.336,2020,2,0,-6.4596,106.6311,156896.0
bogor,sukajaya,67.627,110.892,24.91,847.126,Tree cover,0.424,5.604,39.276,2020,2,0,-6.6313,106.4705,71814.0
bogor,sukamakmur,80.359,131.895,28.78,641.209,Tree cover,0.436,5.807,39.349,2020,2,0,-6.5936,107.0201,92167.0
bogor,sukaraja,80.378,125.485,32.56,276.337,Tree cover,0.416,1.706,39.357,2020,2,0,-6.5792,106.8408,202415.0
bogor,tajurhalang,75.474,119.636,37.81,128.261,Tree cover,0.443,0.34,41.763,2020,2,0,-6.469,106.7596,126087.0
bogor,tamansari,88.631,140.8,30.66,715.585,Tree cover,0.359,6.987,39.341,2020,2,0,-6.6564,106.7458,126736.0
bogor,tanjungsari,76.167,130.072,29.6,362.528,Tree cover,0.516,5.549,39.345,2020,2,0,-6.6115,107.1406,88521.0
bogor,tenjo,65.029,101.313,29.97,60.385,Tree cover,0.469,0.368,39.87,2020,2,0,-6.3723,106.4794,78576.0
bogor,tenjolaya,86.239,139.683,30.49,736.012,Tree cover,0.387,6.928,39.329,2020,2,0,-6.6537,106.708,68536.0
kota bogor,bogorbarat,80.979,130.193,37.13,207.937,Built-up,0.324,0.658,39.353,2020,2,0,-6.5732,106.7655,254629.0
kota bogor,bogorselatan,81.964,125.547,35.05,368.391,Tree cover,0.383,1.807,39.357,2020,2,0,-6.6447,106.8135,219309.0
kota bogor,bogortengah,80.282,127.848,35.05,250.378,Built-up,0.227,0.88,39.357,2020,2,0,-6.5932,106.7986,109057.0
kota bogor,bogortimur,82.112,125.263,31.15,322.856,Built-up,0.271,1.429,39.357,2020,2,0,-6.6207,106.8264,108919.0
kota bogor,bogorutara,78.693,123.886,35.05,209.387,Built-up,0.331,0.831,39.357,2020,2,0,-6.5708,106.8196,204454.0
kota bogor,tanahsareal,81.19,128.739,36.87,184.459,Built-up,0.351,0.639,39.357,2020,2,0,-6.5468,106.7855,231040.0
kota tangerang,batuceper,73.961,131.946,38.47,10.341,Built-up,0.226,0.068,38.771,2020,2,0,-6.1618,106.6703,95474.0
kota tangerang,benda,76.644,136.875,38.47,8.372,Built-up,0.286,0.098,38.771,2020,2,1,-6.13,106.6657,85769.0
kota tangerang,cibodas,66.152,107.445,38.47,19.751,Built-up,0.207,0.128,38.771,2020,2,1,-6.2058,106.608,158036.0
kota tangerang,ciledug,71.445,123.512,38.47,21.279,Built-up,0.199,0.132,38.828,2020,2,0,-6.2386,106.7059,150190.0
kota tangerang,cipondoh,73.744,131.882,38.47,11.897,Built-up,0.21,0.115,38.771,2020,2,0,-6.1862,106.683,231127.0
kota tangerang,jatiuwung,67.225,110.626,38.47,20.101,Built-up,0.228,0.172,38.771,2020,2,1,-6.198,106.5753,107510.0
kota tangerang,karangtengah,72.305,126.66,38.47,13.076,Built-up,0.204,0.156,38.771,2020,2,1,-6.2101,106.7097,167556.0
kota tangerang,karawaci,70.81,120.045,38.47,16.788,Built-up,0.227,0.102,38.771,2020,2,1,-6.1812,106.618,193480.0
kota tangerang,larangan,72.825,128.608,38.47,21.351,Built-up,0.179,0.155,38.771,2020,2,0,-6.2392,106.733,163375.0
kota tangerang,neglasari,74.565,131.707,38.47,11.542,Built-up,0.306,0.072,38.771,2020,2,0,-6.1429,106.6302,124907.0
kota tangerang,periuk,70.307,121.144,38.47,12.531,Built-up,0.277,0.129,38.771,2020,2,1,-6.1675,106.5943,144640.0
kota tangerang,pinang,68.347,112.596,38.47,19.041,Built-up,0.261,0.132,38.771,2020,2,0,-6.2153,106.6662,186671.0
kota tangerang,tangerang,69.792,117.907,38.47,17.193,Built-up,0.24,0.112,38.771,2020,2,1,-6.1888,106.6406,165575.0
tangerang selatan,ciputat,69.251,116.484,40.03,44.431,Built-up,0.308,0.212,42.064,2020,2,0,-6.3082,106.7277,224048.0
tangerang selatan,ciputattimur,72.537,127.63,39.27,41.355,Built-up,0.324,0.245,41.766,2020,2,0,-6.2988,106.7556,170001.0
tangerang selatan,pamulang,69.707,115.756,37.67,59.039,Built-up,0.288,0.233,41.982,2020,2,0,-6.3395,106.7391,326296.0
tangerang selatan,pondokaren,69.266,119.926,38.98,28.61,Built-up,0.283,0.18,41.79,2020,2,1,-6.2664,106.7114,297400.0
tangerang selatan,serpong,67.755,111.358,36.3,42.596,Built-up,0.392,0.214,42.139,2020,2,0,-6.3113,106.6807,165000.0
tangerang selatan,serpongutara,67.817,112.268,37.97,26.59,Built-up,0.266,0.18,40.432,2020,2,0,-6.2536,106.663,139215.0
tangerang selatan,setu,67.97,110.43,35.59,54.164,Tree cover,0.407,0.359,42.139,2020,2,0,-6.3462,106.6764,165907.0
tangerang,balaraja,70.798,112.646,27.51,20.277,Built-up,0.4,0.173,39.18,2020,2,0,-6.2048,106.4427,124129.0
tangerang,cikupa,69.046,109.17,27.51,25.2,Built-up,0.319,0.147,38.91,2020,2,0,-6.218,106.5159,209140.0
tangerang,cisauk,65.552,105.406,28.89,51.37,Tree cover,0.474,0.313,42.139,2020,2,0,-6.3391,106.6302,91438.0
tangerang,cisoka,66.874,104.699,27.51,26.713,Tree cover,0.445,0.26,39.195,2020,2,0,-6.2598,106.4167,97591.0
tangerang,curug,64.92,101.198,27.51,30.753,Built-up,0.274,0.142,39.868,2020,2,0,-6.2426,106.5661,176617.0
tangerang,gunungkaler,70.991,119.719,26.71,8.194,Cropland,0.517,0.068,39.18,2020,2,0,-6.0957,106.3742,56160.0
tangerang,jambe,65.883,100.952,27.51,43.823,Tree cover,0.401,0.302,40.203,2020,2,0,-6.3238,106.4992,55650.0
tangerang,jayanti,71.035,112.644,27.51,18.626,Tree cover,0.473,0.144,39.18,2020,2,0,-6.2068,106.3983,70728.0
tangerang,kelapadua,63.803,100.367,27.51,27.206,Built-up,0.288,0.146,39.685,2020,2,0,-6.2426,106.6094,167553.0
tangerang,kemiri,73.247,122.843,28.01,5.064,Cropland,0.365,0.09,39.18,2020,2,0,-6.0878,106.4638,61384.0
tangerang,kosambi,77.078,139.371,27.51,3.034,Built-up,0.235,0.058,38.771,2020,2,0,-6.0809,106.685,111705.0
tangerang,kresek,71.427,118.687,26.51,11.706,Cropland,0.468,0.093,39.18,2020,2,0,-6.1444,106.4044,71795.0
tangerang,kronjo,71.653,123.272,27.55,4.048,Cropland,0.393,0.069,39.18,2020,2,0,-6.0703,106.4282,65599.0
tangerang,legok,64.885,100.898,27.51,43.009,Tree cover,0.354,0.179,42.139,2020,2,0,-6.3048,106.565,124324.0
tangerang,mauk,73.215,127.12,27.82,3.228,Cropland,0.318,0.07,38.863,2020,2,0,-6.058,106.5207,91382.0
tangerang,mekarbaru,70.463,123.223,27.68,4.93,Cropland,0.38,0.066,39.18,2020,2,0,-6.062,106.3871,44152.0
tangerang,pagedangan,62.988,100.49,28.55,39.721,Tree cover,0.36,0.198,42.063,2020,2,0,-6.2973,106.6175,111222.0
tangerang,pakuhaji,75.043,132.04,26.68,3.922,Cropland,0.389,0.061,38.771,2020,2,0,-6.0602,106.6063,127330.0
tangerang,panongan,67.482,104.803,27.51,36.953,Tree cover,0.334,0.192,41.647,2020,2,0,-6.2789,106.5262,129996.0
tangerang,pasarkemis,70.636,120.989,27.51,14.061,Built-up,0.289,0.127,38.771,2020,2,1,-6.1589,106.5525,255345.0
tangerang,rajeg,72.067,122.025,27.51,8.659,Cropland,0.439,0.105,38.952,2020,2,0,-6.1163,106.5103,188209.0
tangerang,sepatan,72.691,127.558,27.51,8.849,Built-up,0.376,0.052,38.771,2020,2,1,-6.1183,106.5801,112289.0
tangerang,sepatantimur,74.419,131.976,27.51,9.449,Built-up,0.334,0.066,38.771,2020,2,0,-6.1199,106.6084,105994.0
tangerang,sindangjaya,71.08,117.123,27.51,17.038,Tree cover,0.471,0.132,39.006,2020,2,0,-6.1689,106.4989,95575.0
tangerang,solear,64.478,98.389,27.51,39.539,Tree cover,0.45,0.297,39.202,2020,2,0,-6.3069,106.4215,101969.0
tangerang,sukadiri,73.452,128.49,26.67,4.864,Cropland,0.503,0.063,38.771,2020,2,0,-6.0699,106.559,66679.0
tangerang,sukamulya,71.242,117.723,27.51,14.287,Cropland,0.476,0.136,39.18,2020,2,0,-6.1604,106.4362,74309.0
tangerang,teluknaga,76.346,136.71,27.51,3.313,Permanent water bodies,0.296,0.071,38.771,2020,2,0,-6.0499,106.6582,167977.0
tangerang,tigaraksa,67.522,104.854,27.51,29.506,Tree cover,0.42,0.225,39.243,2020,2,0,-6.2657,106.4673,163531.0
depok,beji,70.694,121.21,38.08,78.676,Built-up,0.255,0.279,41.65,2020,2,0,-6.3731,106.819,156512.0
depok,bojongsari,70.128,113.391,38.08,87.016,Built-up,0.334,0.265,42.087,2020,2,0,-6.3943,106.7378,128079.0
depok,cilodong,73.299,123.083,37.51,106.017,Built-up,0.309,0.295,41.65,2020,2,1,-6.4303,106.8379,161689.0
depok,cimanggis,70.171,122.106,38.08,74.634,Built-up,0.267,0.278,41.65,2020,2,0,-6.3677,106.8694,236198.0
depok,cinere,72.608,124.853,39.32,54.274,Built-up,0.295,0.287,41.65,2020,2,0,-6.3315,106.7894,84101.0
depok,cipayung,73.14,120.654,38.7,106.638,Built-up,0.344,0.3,41.65,2020,2,0,-6.3253,106.9036,308484.0
depok,limo,70.966,117.705,38.08,73.923,Built-up,0.291,0.284,41.65,2020,2,0,-6.3686,106.7808,98758.0
depok,pancoranmas,72.145,119.902,38.08,89.403,Built-up,0.305,0.285,41.65,2020,2,0,-6.3984,106.7998,239940.0
depok,sawangan,71.673,117.12,38.08,91.287,Tree cover,0.363,0.296,41.656,2020,2,0,-6.4067,106.7641,170342.0
depok,sukmajaya,71.864,122.436,38.08,88.001,Built-up,0.262,0.34,41.65,2020,2,0,-6.3973,106.8436,248803.0
depok,tapos,72.027,123.264,36.78,98.048,Built-up,0.384,0.278,41.65,2020,2,0,-6.4192,106.8805,254663.0
bekasi,babelan,81.892,157.366,29.23,3.768,Cropland,0.173,0.07,39.254,2020,2,1,-6.1257,107.0341,256183.0
bekasi,bojongmangu,69.253,122.579,31.09,48.869,Tree cover,0.533,0.584,39.238,2020,2,0,-6.4389,107.1778,30251.0
bekasi,cabangbungin,85.233,162.492,27.29,3.757,Cropland,0.128,0.053,39.257,2020,2,0,-6.0781,107.1363,60214.0
bekasi,cibarusah,72.855,129.352,30.61,52.034,Cropland,0.502,0.394,39.238,2020,2,0,-6.434,107.1108,102578.0
bekasi,cibitung,77.297,156.637,29.23,14.027,Cropland,0.248,0.106,39.253,2020,2,1,-6.2357,107.1004,255947.0
bekasi,cikarangbarat,76.728,153.646,29.23,29.644,Built-up,0.205,0.174,39.238,2020,2,0,-6.2973,107.0941,211039.0
bekasi,cikarangpusat,67.501,132.606,31.47,34.68,Built-up,0.329,0.347,39.238,2020,2,1,-6.3596,107.1836,68445.0
bekasi,cikarangselatan,72.816,141.152,29.23,41.443,Built-up,0.232,0.306,39.238,2020,2,1,-6.3385,107.1279,171742.0
bekasi,cikarangtimur,69.443,145.34,29.23,15.164,Cropland,0.295,0.085,39.386,2020,2,1,-6.2885,107.209,110191.0
bekasi,cikarangutara,74.697,155.309,29.23,17.902,Built-up,0.214,0.13,39.239,2020,2,1,-6.2754,107.1556,239769.0
bekasi,karangbahagia,72.871,148.352,29.23,10.334,Cropland,0.353,0.08,39.257,2020,2,0,-6.2172,107.197,133153.0
bekasi,kedungwaringin,71.415,147.102,29.23,10.722,Cropland,0.446,0.076,39.955,2020,2,0,-6.2516,107.2483,76652.0
bekasi,muaragembong,83.439,153.041,26.87,1.597,Permanent water bodies,0.095,0.046,39.244,2020,2,1,-6.0033,107.0499,43722.0
bekasi,pebayuran,77.173,155.427,28.8,7.055,Cropland,0.204,0.061,39.231,2020,2,1,-6.1593,107.2485,110356.0
bekasi,serangbaru,72.113,130.797,30.9,47.778,Tree cover,0.446,0.25,39.238,2020,2,0,-6.3956,107.1143,152783.0
bekasi,setu,73.478,134.673,29.23,51.932,Tree cover,0.363,0.202,39.289,2020,2,1,-6.3637,107.0373,165907.0
bekasi,sukakarya,79.869,159.474,26.81,5.911,Cropland,0.158,0.05,39.257,2020,2,1,-6.1449,107.1856,56989.0
bekasi,sukatani,77.311,155.775,29.23,9.292,Cropland,0.241,0.08,39.257,2020,2,1,-6.1918,107.1559,102679.0
bekasi,sukawangi,81.451,157.399,29.23,3.12,Cropland,0.1,0.044,39.257,2020,2,0,-6.1187,107.091,54097.0
bekasi,tambelang,78.741,156.714,29.23,5.555,Cropland,0.177,0.072,39.257,2020,2,0,-6.167,107.1273,43986.0
bekasi,tambunselatan,77.72,158.05,29.23,20.065,Built-up,0.21,0.152,39.246,2020,2,1,-6.2571,107.0543,433710.0
bekasi,tambunutara,79.081,157.364,29.23,8.214,Built-up,0.204,0.091,39.257,2020,2,1,-6.1927,107.0611,193581.0
bekasi,tarumajaya,80.254,156.203,29.23,2.309,Cropland,0.195,0.051,39.023,2020,2,1,-6.1219,106.9975,123032.0
kota bekasi,bantargebang,72.952,135.431,37.82,46.555,Built-up,0.299,0.262,40.96,2020,2,1,-6.3385,106.9912,113988.0
kota bekasi,bekasibarat,75.713,151.676,37.82,17.765,Built-up,0.152,0.161,38.883,2020,2,1,-6.2336,106.9628,266287.0
kota bekasi,bekasiselatan,74.803,150.955,37.82,22.99,Built-up,0.151,0.103,40.695,2020,2,1,-6.2582,106.9778,214493.0
kota bekasi,bekasitimur,76.708,155.013,37.82,19.269,Built-up,0.161,0.113,39.277,2020,2,1,-6.2421,107.0191,273703.0
kota bekasi,bekasiutara,77.17,154.458,37.82,13.259,Built-up,0.178,0.12,39.131,2020,2,1,-6.2074,107.0064,338087.0
kota bekasi,jatiasih,72.485,137.391,37.82,39.466,Built-up,0.276,0.259,41.65,2020,2,1,-6.3072,106.9524,239159.0
kota bekasi,jatisampurna,71.587,126.083,37.82,69.311,Built-up,0.326,0.278,41.65,2020,2,0,-6.3654,106.9249,114108.0
kota bekasi,medansatria,77.656,154.169,37.82,10.53,Built-up,0.187,0.136,38.812,2020,2,1,-6.1989,106.9836,158729.0
kota bekasi,mustikajaya,75.416,145.095,37.82,32.768,Built-up,0.267,0.179,39.469,2020,2,1,-6.3076,107.0166,216604.0
kota bekasi,pondokgede,72.535,138.906,37.82,24.987,Built-up,0.175,0.142,41.58,2020,2,1,-6.2691,106.9299,227423.0
kota bekasi,pondokmelati,71.761,133.206,37.82,38.409,Built-up,0.257,0.242,41.65,2020,2,0,-6.3095,106.9282,128690.0
kota bekasi,rawalumbu,75.194,151.18,37.82,27.96,Built-up,0.162,0.131,40.808,2020,2,1,-6.2812,106.9942,222398.0
jakarta barat,cengkareng,76.978,141.87,38.11,5.286,Built-up,0.17,0.059,38.781,2020,2,1,-6.1515,106.7369,591748.0
jakarta barat,grogolpetamburan,79.365,146.433,38.11,6.01,Built-up,0.131,0.06,38.81,2020,2,1,-6.1634,106.7865,237367.0
jakarta barat,kalideres,76.16,138.559,38.11,5.258,Built-up,0.212,0.071,38.771,2020,2,1,-6.1346,106.7039,468017.0
jakarta barat,kebonjeruk,78.737,145.382,38.11,10.059,Built-up,0.156,0.118,38.81,2020,2,1,-6.1895,106.7691,370282.0
jakarta barat,kembangan,75.705,137.847,38.11,10.349,Built-up,0.23,0.126,38.785,2020,2,1,-6.1982,106.7418,315702.0
jakarta barat,palmerah,77.481,143.191,38.11,10.559,Built-up,0.155,0.122,38.81,2020,2,0,-6.1917,106.7956,233786.0
jakarta barat,tamansari,81.154,146.652,38.11,6.894,Tree cover,0.125,0.061,38.81,2020,2,0,-6.1481,106.8184,126736.0
jakarta barat,tambora,81.044,146.941,38.11,5.895,Built-up,0.114,0.048,38.81,2020,2,0,-6.1475,106.8035,267877.0
jakarta utara,cilincing,81.631,162.489,30.84,3.19,Built-up,0.226,0.068,38.81,2020,2,1,-6.1243,106.9421,453521.0
jakarta utara,kelapagading,81.202,162.242,32.47,5.514,Built-up,0.25,0.062,38.81,2020,2,1,-6.161,106.9037,146701.0
jakarta utara,koja,83.775,165.817,30.84,3.739,Built-up,0.145,0.063,38.81,2020,2,1,-6.1215,106.905,351261.0
jakarta utara,pademangan,84.442,155.226,30.84,3.198,Built-up,0.213,0.104,38.81,2020,2,1,-6.1301,106.8381,170512.0
jakarta utara,penjaringan,79.182,144.976,28.13,3.083,Built-up,0.216,0.074,38.8,2020,2,1,-6.115,106.7639,331310.0
jakarta utara,tanjungpriok,84.45,163.942,31.91,4.06,Built-up,0.168,0.101,38.81,2020,2,1,-6.1319,106.875,419791.0
jakarta selatan,cilandak,74.023,132.987,38.81,37.329,Built-up,0.296,0.193,41.65,2020,2,0,-6.2927,106.7933,229201.0
jakarta selatan,jagakarsa,71.484,127.815,38.35,57.304,Built-up,0.263,0.27,41.65,2020,2,1,-6.334,106.8224,383275.0
jakarta selatan,kebayoranbaru,76.043,141.047,37.24,22.272,Built-up,0.21,0.16,39.676,2020,2,1,-6.2447,106.8014,155693.0
jakarta selatan,kebayoranlama,75.96,140.243,39.11,25.395,Built-up,0.213,0.143,40.288,2020,2,0,-6.2495,106.7801,333904.0
jakarta selatan,mampangprapatan,75.722,140.424,37.24,21.604,Built-up,0.21,0.146,40.103,2020,2,1,-6.2523,106.821,159222.0
jakarta selatan,pancoran,72.819,135.475,37.24,25.372,Built-up,0.166,0.19,40.652,2020,2,1,-6.2553,106.8436,179798.0
jakarta selatan,pasarminggu,73.289,134.179,37.6,35.89,Built-up,0.267,0.23,41.65,2020,2,1,-6.2908,106.8293,335189.0
jakarta selatan,pesanggrahan,75.891,139.758,39.24,23.82,Built-up,0.233,0.178,40.06,2020,2,0,-6.2504,106.7587,272483.0
jakarta selatan,setiabudi,76.029,142.462,37.24,17.99,Built-up,0.167,0.133,38.81,2020,2,1,-6.2196,106.83,116915.0
jakarta selatan,tebet,73.07,137.246,30.35,17.948,Built-up,0.138,0.137,38.81,2020,2,1,-6.2289,106.8509,240402.0
jakarta timur,cakung,78.474,156.775,29.72,7.969,Built-up,0.193,0.102,38.81,2020,2,1,-6.1885,106.9409,596213.0
jakarta timur,cipayung,70.689,128.832,30.02,48.413,Built-up,0.267,0.257,41.65,2020,2,1,-6.3253,106.9036,308484.0
jakarta timur,ciracas,69.289,124.238,30.02,53.48,Built-up,0.223,0.263,41.65,2020,2,1,-6.3339,106.8784,327813.0
jakarta timur,durensawit,74.823,147.6,29.47,16.888,Built-up,0.132,0.139,38.849,2020,2,1,-6.2325,106.9206,457134.0
jakarta timur,jatinegara,71.995,135.352,30.35,18.159,Built-up,0.131,0.126,38.81,2020,2,1,-6.2273,106.8774,329325.0
jakarta timur,kramatjati,67.548,127.34,30.02,30.295,Built-up,0.163,0.152,41.389,2020,2,1,-6.2763,106.8654,325368.0
jakarta timur,makasar,69.207,131.31,30.02,25.658,Built-up,0.236,0.16,41.032,2020,2,1,-6.2663,106.8911,228488.0
jakarta timur,matraman,73.601,140.31,30.89,12.702,Built-up,0.152,0.132,38.81,2020,2,1,-6.2036,106.8645,190489.0
jakarta timur,pasarrebo,69.411,125.664,30.02,48.623,Built-up,0.207,0.252,41.65,2020,2,1,-6.3264,106.8573,242045.0
jakarta timur,pulogadung,76.753,150.277,29.67,10.47,Built-up,0.187,0.136,38.81,2020,2,1,-6.1932,106.889,309037.0
jakarta pusat,cempakaputih,79.111,157.324,31.3,8.401,Built-up,0.194,0.095,38.81,2020,2,0,-6.1809,106.8681,98622.0
jakarta pusat,gambir,74.436,137.894,31.44,7.605,Built-up,0.136,0.061,38.81,2020,2,0,-6.1715,106.8181,95807.0
jakarta pusat,joharbaru,79.088,157.227,31.39,8.969,Built-up,0.165,0.076,38.81,2020,2,0,-6.1821,106.8546,140469.0
jakarta pusat,kemayoran,78.361,153.872,31.91,6.168,Built-up,0.191,0.103,38.81,2020,2,0,-6.1627,106.8558,255632.0
jakarta pusat,menteng,74.572,138.848,30.45,10.741,Built-up,0.136,0.099,38.81,2020,2,0,-6.1958,106.8353,87964.0
jakarta pusat,sawahbesar,79.548,144.55,31.44,7.059,Built-up,0.152,0.09,38.81,2020,2,0,-6.1539,106.8332,126019.0
jakarta pusat,senen,76.59,147.176,32.15,10.007,Built-up,0.13,0.092,38.81,2020,2,0,-6.1842,106.8459,124341.0
jakarta pusat,tanahabang,75.735,141.066,31.44,12.45,Built-up,0.189,0.13,38.81,2020,2,0,-6.2054,106.8094,173198.0
bogor,babakanmadang,62.923,91.456,31.51,501.913,Tree cover,0.698,5.001,39.293,2020,3,0,-6.5917,106.902,121972.0
bogor,bojonggede,53.145,82.881,36.74,133.589,Built-up,0.51,0.293,41.253,2020,3,0,-6.4774,106.7927,266481.0
bogor,caringin,59.202,96.468,28.92,765.651,Tree cover,0.708,4.954,39.281,2020,3,0,-6.7366,106.866,138901.0
bogor,cariu,50.17,70.456,31.2,143.845,Tree cover,0.725,2.107,39.17,2020,3,0,-6.5273,107.1371,54478.0
bogor,ciampea,61.352,108.575,34.46,212.619,Tree cover,0.647,1.34,39.22,2020,3,0,-6.5742,106.698,175400.0
bogor,ciawi,65.205,103.269,27.8,925.94,Tree cover,0.651,6.501,39.289,2020,3,0,-6.7091,106.8937,117903.0
bogor,cibinong,51.25,77.188,37.35,134.037,Built-up,0.508,0.322,41.086,2020,3,0,-6.4839,106.8354,365387.0
bogor,cibungbulang,59.837,104.616,33.75,236.566,Tree cover,0.655,1.249,39.22,2020,3,0,-6.5761,106.661,152898.0
bogor,cigombong,58.924,96.439,29.67,688.475,Tree cover,0.707,4.624,39.278,2020,3,0,-6.7461,106.8128,101474.0
bogor,cigudeg,59.542,97.53,30.74,309.2,Tree cover,0.789,3.666,40.673,2020,3,0,-6.4937,106.5461,142405.0
bogor,cijeruk,67.142,109.479,29.3,717.352,Tree cover,0.712,7.732,39.291,2020,3,0,-6.686,106.7843,96355.0
bogor,cileungsi,46.462,66.485,35.19,69.866,Tree cover,0.591,0.251,40.571,2020,3,1,-6.4094,106.9962,273150.0
bogor,ciomas,62.75,106.992,35.88,268.719,Built-up,0.51,1.946,39.284,2020,3,0,-6.6095,106.762,161632.0
bogor,cisarua,65.158,98.444,28.14,1216.752,Tree cover,0.623,7.714,39.289,2020,3,0,-6.6985,106.9552,132320.0
bogor,ciseeng,53.449,83.558,32.91,99.044,Tree cover,0.642,0.396,41.9,2020,3,0,-6.4556,106.6785,121142.0
bogor,citeureup,56.411,82.766,34.15,229.087,Tree cover,0.645,2.772,39.874,2020,3,0,-6.525,106.8924,221710.0
bogor,dramaga,65.018,114.235,34.56,248.285,Tree cover,0.64,1.71,39.223,2020,3,0,-6.5888,106.7298,113555.0
bogor,gunungputri,44.741,65.223,37.27,81.462,Built-up,0.526,0.389,41.6,2020,3,0,-6.4052,106.9313,294195.0
bogor,gunungsindur,46.537,71.398,33.23,72.997,Tree cover,0.652,0.372,41.939,2020,3,0,-6.3871,106.6872,121333.0
bogor,jasinga,54.239,88.153,30.99,163.412,Tree cover,0.792,1.993,39.123,2020,3,0,-6.4806,106.4559,112356.0
bogor,jonggol,50.913,70.989,31.39,186.743,Tree cover,0.751,2.153,39.141,2020,3,0,-6.4961,107.0456,147880.0
bogor,klapanunggal,51.049,74.35,32.95,203.856,Tree cover,0.69,3.061,40.92,2020,3,0,-6.483,106.9553,129835.0
bogor,kemang,58.734,94.335,34.49,143.048,Tree cover,0.637,0.625,40.717,2020,3,0,-6.5025,106.7345,110256.0
bogor,leuwiliang,64.29,113.611,28.59,556.464,Tree cover,0.742,3.837,39.22,2020,3,0,-6.6402,106.6099,133441.0
bogor,leuwisadeng,64.508,109.701,31.14,306.672,Tree cover,0.74,4.096,39.22,2020,3,0,-6.5736,106.5877,82804.0
bogor,megamendung,65.298,99.15,29.32,877.32,Tree cover,0.712,5.463,39.292,2020,3,0,-6.6635,106.9177,113756.0
bogor,nanggung,67.243,120.69,27.24,848.241,Tree cover,0.682,5.957,39.21,2020,3,0,-6.6725,106.5377,100914.0
bogor,pamijahan,67.167,115.626,27.62,827.34,Tree cover,0.678,5.169,39.219,2020,3,0,-6.6933,106.6596,166309.0
bogor,parung,52.053,80.205,34.56,104.116,Tree cover,0.621,0.338,41.939,2020,3,1,-6.4349,106.7128,128905.0
bogor,parungpanjang,46.322,74.252,32.5,65.388,Tree cover,0.696,0.569,41.939,2020,3,0,-6.3768,106.5551,125437.0
bogor,rancabungur,63.401,106.079,33.62,144.929,Tree cover,0.698,0.575,39.485,2020,3,0,-6.5217,106.7137,63856.0
bogor,rumpin,53.595,84.998,32.13,152.23,Tree cover,0.755,1.981,41.162,2020,3,0,-6.4596,106.6311,156896.0
bogor,sukajaya,69.485,122.789,28.11,847.126,Tree cover,0.669,5.604,39.156,2020,3,1,-6.6313,106.4705,71814.0
bogor,sukamakmur,58.157,82.441,29.54,641.209,Tree cover,0.755,5.807,39.231,2020,3,0,-6.5936,107.0201,92167.0
bogor,sukaraja,56.941,88.997,35.15,276.337,Tree cover,0.627,1.706,39.292,2020,3,1,-6.5792,106.8408,202415.0
bogor,tajurhalang,54.29,84.968,35.32,128.261,Tree cover,0.618,0.34,41.678,2020,3,1,-6.469,106.7596,126087.0
bogor,tamansari,73.846,121.027,30.87,715.585,Tree cover,0.614,6.987,39.251,2020,3,0,-6.6564,106.7458,126736.0
bogor,tanjungsari,55.264,81.919,30.83,362.528,Tree cover,0.761,5.549,39.198,2020,3,0,-6.6115,107.1406,88521.0
bogor,tenjo,45.523,72.658,31.41,60.385,Tree cover,0.75,0.368,39.694,2020,3,1,-6.3723,106.4794,78576.0
bogor,tenjolaya,74.738,124.165,29.96,736.012,Tree cover,0.644,6.928,39.22,2020,3,0,-6.6537,106.708,68536.0
kota bogor,bogorbarat,59.995,102.796,37.01,207.937,Built-up,0.476,0.658,39.281,2020,3,0,-6.5732,106.7655,254629.0
